EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
1810,54,Female,Life Sciences,Single,Development,Research Director,Non-Travel,12,5,4.0,83,3,5,2.0,1,Yes,16,1,6,0,1.0,13,14,1,1,No,3
1811,45,Female,Other,Married,Finance,Manufacturing Director,Non-Travel,22,4,4.0,41,1,4,1.0,5,No,19,4,29,1,2.0,19,3,4,14,No,3
1812,27,Male,Technical Degree,Married,Data Science,Sales Executive,Travel_Frequently,6,5,4.0,93,3,4,,8,No,23,3,18,5,4.0,9,9,12,4,No,3
1813,56,Male,Medical,Single,Sales,Sales Executive,Travel_Frequently,11,5,2.0,35,4,2,4.0,4,Yes,19,4,22,2,3.0,18,5,12,8,No,2
1814,34,Male,Technical Degree,Single,Development,Research Scientist,Travel_Frequently,27,4,3.0,82,3,2,2.0,3,Yes,18,2,7,4,4.0,10,6,7,0,No,3
1815,56,Male,Human Resources,Single,Human Resources,Human Resources,Non-Travel,8,3,4.0,45,1,3,2.0,4,Yes,22,3,16,3,3.0,17,9,7,3,No,3
1816,39,Female,Technical Degree,Single,Finance,Research Scientist,Non-Travel,12,2,2.0,34,3,1,2.0,8,No,17,1,20,0,1.0,10,12,13,9,No,2
1817,43,Male,Human Resources,Divorced,Development,Research Scientist,Non-Travel,29,2,,75,4,1,1.0,6,No,10,2,25,2,3.0,8,3,11,6,No,2
1818,42,Male,Other,Divorced,Development,Manager,Travel_Frequently,27,1,1.0,43,4,1,2.0,7,Yes,16,3,27,0,1.0,18,7,4,10,No,3
1819,34,Male,Human Resources,Single,Development,Sales Representative,Non-Travel,2,1,3.0,73,3,4,,3,No,16,2,32,4,2.0,19,7,12,13,No,3
1820,30,Male,Technical Degree,Divorced,Sales,Sales Representative,Travel_Rarely,9,1,3.0,92,3,1,4.0,7,Yes,17,1,18,0,2.0,9,13,1,9,No,3
1821,37,Female,Technical Degree,Married,Sales,Human Resources,Non-Travel,15,2,1.0,81,4,3,3.0,5,Yes,19,3,28,6,4.0,2,13,12,2,Yes,2
1822,42,Male,Human Resources,Divorced,Human Resources,Manager,Non-Travel,2,3,3.0,55,4,3,3.0,4,No,14,4,19,6,1.0,2,13,3,7,Yes,3
1823,21,Female,Marketing,Divorced,Research & Development,Research Director,Non-Travel,29,2,1.0,82,2,1,2.0,6,No,19,4,19,2,2.0,7,8,6,2,No,2
1824,27,Male,Other,Single,Research & Development,Manager,Non-Travel,1,2,2.0,58,2,2,2.0,5,No,18,1,9,1,1.0,5,13,13,7,No,2
1825,20,Male,Life Sciences,Divorced,Research & Development,Research Scientist,Non-Travel,10,2,2.0,48,4,3,2.0,2,No,18,3,11,5,2.0,19,5,5,12,No,3
1826,58,Female,Medical,Divorced,Finance,Sales Executive,Travel_Rarely,2,2,4.0,76,3,2,2.0,4,Yes,17,1,32,2,2.0,0,3,9,1,No,3
1827,35,Male,Technical Degree,Divorced,Finance,Healthcare Representative,Travel_Rarely,12,3,1.0,37,1,4,3.0,8,No,15,1,24,0,3.0,19,1,6,4,No,2
1828,53,Female,Medical,Divorced,Human Resources,Human Resources,Non-Travel,23,1,2.0,52,3,3,4.0,6,No,15,2,24,4,4.0,5,14,4,3,No,3
1829,39,Female,Life Sciences,Married,Finance,Research Director,Travel_Frequently,8,5,2.0,64,3,2,1.0,3,No,10,4,3,6,3.0,1,6,1,10,No,3
1830,51,Male,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,5,1,1.0,82,2,1,2.0,6,No,22,1,3,3,1.0,18,9,7,8,No,2
1831,25,Female,Life Sciences,Single,Research & Development,Healthcare Representative,Non-Travel,22,1,2.0,87,2,4,2.0,4,Yes,24,2,8,3,2.0,6,2,13,2,No,3
1832,57,Female,Human Resources,Married,Development,Healthcare Representative,Non-Travel,28,5,3.0,34,2,5,3.0,1,Yes,15,1,14,4,4.0,10,10,11,11,No,2
1833,36,Female,Marketing,Divorced,Finance,Manager,Travel_Frequently,1,2,2.0,45,4,5,2.0,5,No,23,1,25,0,2.0,10,12,1,10,No,4
1834,59,Female,Technical Degree,Married,Sales,Laboratory Technician,Travel_Frequently,15,3,1.0,46,4,1,4.0,6,No,13,1,14,5,2.0,3,11,11,4,No,2
1835,58,Female,Life Sciences,Divorced,Sales,Healthcare Representative,Travel_Frequently,6,3,3.0,61,3,4,4.0,7,Yes,13,4,25,4,3.0,19,2,7,9,No,3
1836,54,Female,Medical,Married,Development,Research Scientist,Travel_Rarely,12,1,3.0,81,3,4,2.0,5,Yes,23,3,27,0,1.0,15,2,14,8,No,3
1837,23,Female,Technical Degree,Single,Development,Sales Executive,Travel_Frequently,8,5,2.0,49,1,4,3.0,7,No,11,4,6,2,4.0,4,3,6,12,No,2
1838,43,Female,Marketing,Single,Development,Sales Executive,Travel_Rarely,13,4,4.0,95,3,4,2.0,6,Yes,22,2,31,5,4.0,6,1,2,5,No,4
1839,51,Male,Human Resources,Single,Sales,Sales Representative,Travel_Rarely,19,2,3.0,30,3,5,2.0,1,Yes,20,3,11,1,4.0,15,12,12,1,No,3
1840,23,Male,Technical Degree,Divorced,Research & Development,Research Scientist,Travel_Frequently,27,1,1.0,87,2,2,3.0,5,Yes,23,2,34,0,1.0,14,12,3,0,No,3
1841,54,Female,Life Sciences,Divorced,Development,Manufacturing Director,Travel_Frequently,1,3,4.0,73,2,4,4.0,8,Yes,13,1,31,3,4.0,4,4,12,11,No,2
1842,50,Male,Marketing,Married,Human Resources,Healthcare Representative,Travel_Frequently,11,5,4.0,35,2,2,1.0,5,No,14,3,8,3,1.0,0,2,6,10,Yes,2
1843,39,Female,Medical,Married,Development,Sales Representative,Travel_Rarely,20,5,3.0,79,2,4,2.0,3,Yes,22,2,13,6,4.0,19,9,3,0,Yes,4
1844,38,Female,Marketing,Single,Data Science,Research Scientist,Non-Travel,1,1,2.0,49,2,3,4.0,6,Yes,21,1,12,5,2.0,8,4,8,6,Yes,3
1845,23,Male,Marketing,Divorced,Development,Manager,Travel_Frequently,8,4,4.0,43,1,3,2.0,2,No,14,2,32,1,1.0,4,11,6,13,No,2
1846,23,Female,Other,Married,Sales,Sales Executive,Travel_Frequently,5,3,2.0,34,1,3,1.0,4,No,14,2,31,0,3.0,5,12,0,11,Yes,3
1847,21,Female,Marketing,Divorced,Finance,Sales Representative,Travel_Frequently,17,1,3.0,70,1,4,3.0,0,No,13,4,18,1,4.0,2,6,0,1,No,3
1848,47,Female,Marketing,Divorced,Development,Human Resources,Travel_Rarely,8,4,1.0,69,2,2,4.0,9,Yes,10,1,29,6,,5,8,14,6,Yes,1
1849,28,Female,Technical Degree,Single,Finance,Healthcare Representative,Travel_Rarely,25,5,4.0,63,4,5,1.0,2,No,23,4,15,2,1.0,7,1,3,0,No,4
1850,47,Male,Medical,Single,Data Science,Healthcare Representative,Non-Travel,10,2,1.0,74,2,1,2.0,7,Yes,19,3,11,1,2.0,5,8,13,3,No,2
1851,48,Female,Technical Degree,Divorced,Human Resources,Manufacturing Director,Travel_Frequently,2,3,2.0,56,2,5,1.0,8,No,17,1,9,2,3.0,15,9,13,9,No,2
1852,41,Female,Technical Degree,Divorced,Finance,Laboratory Technician,Travel_Rarely,9,3,2.0,73,1,4,4.0,8,Yes,12,4,1,3,3.0,15,5,12,14,No,1
1853,26,Female,Life Sciences,Divorced,Research & Development,Human Resources,Non-Travel,24,4,1.0,62,2,3,3.0,9,No,11,4,17,2,2.0,2,11,8,14,No,2
1854,20,Male,Technical Degree,Divorced,Development,Healthcare Representative,Travel_Frequently,23,1,3.0,62,1,3,2.0,1,No,18,3,12,0,2.0,16,5,12,12,No,2
1855,48,Female,Other,Single,Data Science,Research Director,Travel_Rarely,3,5,3.0,73,2,2,3.0,3,Yes,16,2,28,5,1.0,5,10,3,10,No,2
1856,57,Male,Other,Married,Data Science,Human Resources,Travel_Frequently,18,4,4.0,49,3,4,3.0,4,No,18,2,23,5,4.0,5,2,12,3,No,3
1857,54,Male,Life Sciences,Single,Finance,Healthcare Representative,Travel_Frequently,7,2,4.0,65,4,5,1.0,2,No,22,2,11,0,3.0,18,13,4,14,No,4
1858,53,Female,Human Resources,Married,Human Resources,Human Resources,Travel_Rarely,15,2,3.0,36,4,4,1.0,0,No,11,3,28,0,3.0,19,9,0,4,No,3
1859,41,Female,Medical,Divorced,Sales,Research Scientist,Travel_Rarely,21,2,3.0,61,1,4,4.0,5,No,18,4,21,0,1.0,14,12,14,13,No,1
1860,48,Male,Medical,Married,Development,Human Resources,Travel_Rarely,22,4,1.0,96,3,3,4.0,9,No,19,1,0,4,4.0,18,8,13,13,Yes,2
1861,23,Female,Technical Degree,Single,Data Science,Manufacturing Director,Travel_Frequently,20,5,2.0,68,4,5,3.0,1,Yes,18,3,33,6,1.0,1,3,1,9,Yes,3
1862,19,Male,Technical Degree,Single,Human Resources,Manager,Travel_Frequently,18,3,2.0,53,1,1,4.0,8,Yes,20,2,33,2,3.0,7,4,10,14,No,2
1863,37,Male,Human Resources,Divorced,Research & Development,Manager,Non-Travel,25,1,,99,2,3,3.0,0,No,18,2,32,0,3.0,6,2,3,14,No,3
1864,45,Female,Technical Degree,Single,Data Science,Manager,Travel_Frequently,3,3,3.0,83,2,5,2.0,8,No,19,1,3,5,2.0,7,4,11,0,No,2
1865,28,Female,Medical,Divorced,Human Resources,Research Scientist,Travel_Rarely,28,5,1.0,67,3,2,3.0,6,Yes,22,3,29,1,2.0,12,7,3,6,No,4
1866,21,Male,Marketing,Single,Sales,Sales Representative,Travel_Frequently,23,3,4.0,61,4,3,4.0,9,Yes,19,2,19,1,4.0,14,7,10,10,No,3
1867,32,Male,Other,Single,Sales,Manager,Non-Travel,14,4,1.0,74,2,2,4.0,1,No,13,3,25,4,3.0,11,13,9,1,No,2
1868,23,Male,Marketing,Divorced,Data Science,Sales Executive,Non-Travel,24,2,3.0,90,1,3,3.0,5,Yes,19,4,14,2,3.0,14,7,5,11,Yes,3
1869,47,Male,Marketing,Married,Data Science,Research Scientist,Travel_Rarely,2,5,3.0,99,2,4,1.0,7,No,12,3,6,2,2.0,13,5,12,14,No,2
1870,55,Female,Medical,Single,Finance,Sales Representative,Travel_Rarely,14,5,3.0,82,2,5,3.0,1,No,15,4,6,6,1.0,6,14,5,10,No,2
1871,19,Female,Marketing,Married,Development,Sales Executive,Non-Travel,22,3,2.0,80,4,2,3.0,4,No,12,1,28,2,1.0,16,14,7,14,Yes,2
1872,32,Female,Human Resources,Single,Human Resources,Sales Executive,Non-Travel,11,4,3.0,85,4,3,1.0,5,No,20,4,22,5,3.0,4,0,11,12,No,3
1873,28,Female,Life Sciences,Single,Data Science,Sales Executive,Non-Travel,16,3,4.0,56,1,2,2.0,2,Yes,18,4,33,5,3.0,19,10,12,10,No,3
1874,25,Female,Technical Degree,Single,Development,Research Director,Travel_Rarely,8,3,2.0,67,3,3,1.0,1,Yes,12,1,19,6,,9,9,8,12,Yes,2
1875,43,Male,Life Sciences,Single,Finance,Manufacturing Director,Non-Travel,7,5,1.0,91,3,3,4.0,5,Yes,11,2,14,4,4.0,18,11,13,1,No,1
1876,22,Female,Other,Married,Development,Manufacturing Director,Non-Travel,11,3,4.0,47,2,1,1.0,2,No,17,1,32,2,2.0,17,5,0,7,No,3
1877,23,Female,Technical Degree,Married,Data Science,Research Scientist,Travel_Rarely,3,2,4.0,93,1,1,4.0,1,Yes,15,3,16,2,3.0,9,11,0,14,No,3
1878,43,Female,Marketing,Single,Sales,Sales Executive,Travel_Frequently,17,3,1.0,59,3,1,4.0,0,No,17,1,19,0,1.0,1,10,14,8,No,2
1879,21,Female,Other,Single,Human Resources,Human Resources,Travel_Frequently,14,2,2.0,78,3,2,3.0,7,No,24,3,12,2,4.0,5,9,5,5,No,4
1880,36,Female,Technical Degree,Married,Human Resources,Sales Representative,Non-Travel,6,5,4.0,70,2,4,3.0,0,Yes,22,2,23,5,2.0,2,6,3,10,No,3
1881,37,Male,Human Resources,Divorced,Sales,Manufacturing Director,Travel_Frequently,8,4,4.0,42,1,3,2.0,4,No,16,3,6,0,2.0,18,13,10,0,No,2
1882,50,Male,Human Resources,Divorced,Data Science,Manager,Travel_Frequently,22,2,4.0,63,3,5,4.0,5,No,12,1,7,0,1.0,4,8,3,0,Yes,3
1883,37,Male,Human Resources,Married,Human Resources,Research Scientist,Travel_Frequently,5,4,2.0,54,4,1,3.0,2,No,17,1,22,2,4.0,6,11,0,13,No,3
1884,29,Female,Human Resources,Single,Data Science,Sales Representative,Travel_Frequently,27,4,2.0,95,4,2,4.0,6,Yes,19,2,13,1,1.0,6,7,8,10,No,3
1885,18,Male,Marketing,Single,Finance,Research Scientist,Non-Travel,28,2,2.0,47,2,2,2.0,1,No,10,1,3,3,2.0,9,10,11,6,No,1
1886,43,Male,Life Sciences,Divorced,Data Science,Research Director,Travel_Frequently,8,5,4.0,34,2,2,4.0,6,Yes,10,2,20,5,3.0,0,11,10,7,No,2
1887,31,Female,Technical Degree,Divorced,Development,Research Director,Travel_Frequently,2,1,3.0,48,2,5,2.0,1,No,22,2,9,1,1.0,10,7,2,2,No,3
1888,55,Female,Marketing,Married,Sales,Sales Executive,Travel_Rarely,15,4,1.0,71,2,5,,4,Yes,22,1,21,2,2.0,6,14,14,8,No,2
1889,54,Female,Human Resources,Divorced,Data Science,Research Director,Non-Travel,12,4,3.0,47,3,1,2.0,6,No,19,4,29,2,3.0,5,6,4,3,No,3
1890,28,Male,Life Sciences,Married,Finance,Research Scientist,Travel_Rarely,17,5,2.0,61,1,5,3.0,2,Yes,22,3,29,1,3.0,5,1,9,3,No,3
1891,53,Male,Other,Divorced,Research & Development,Manager,Travel_Rarely,1,5,4.0,50,2,1,1.0,3,Yes,17,4,15,2,4.0,12,0,0,2,No,4
1892,30,Female,Other,Divorced,Sales,Sales Executive,Non-Travel,15,3,4.0,39,2,5,1.0,0,No,22,2,10,5,4.0,15,14,7,7,No,3
1893,20,Female,Other,Divorced,Human Resources,Healthcare Representative,Travel_Frequently,14,5,3.0,66,3,5,3.0,2,No,18,3,21,6,2.0,12,1,2,8,No,3
1894,50,Male,Human Resources,Single,Development,Sales Representative,Travel_Rarely,20,4,3.0,78,2,5,4.0,8,No,19,4,28,0,1.0,1,14,13,0,No,2
1895,23,Male,Other,Single,Human Resources,Sales Executive,Non-Travel,22,2,1.0,42,2,1,3.0,9,No,15,1,24,4,3.0,18,5,14,1,No,1
1896,27,Female,Medical,Single,Finance,Research Scientist,Travel_Frequently,16,1,4.0,84,1,3,4.0,4,Yes,14,4,13,2,4.0,18,12,0,0,No,3
1897,22,Female,Technical Degree,Divorced,Finance,Sales Representative,Non-Travel,29,3,3.0,46,4,1,2.0,7,No,11,3,13,2,4.0,18,1,9,13,No,2
1898,40,Male,Technical Degree,Married,Human Resources,Manager,Travel_Rarely,9,2,1.0,38,2,3,3.0,1,Yes,20,3,1,1,1.0,17,9,5,3,Yes,2
1899,27,Female,Human Resources,Married,Sales,Laboratory Technician,Travel_Frequently,1,1,2.0,73,3,2,1.0,2,No,18,3,12,0,4.0,5,3,0,9,No,3
1900,19,Male,Medical,Married,Human Resources,Research Scientist,Travel_Frequently,28,1,3.0,75,1,2,4.0,6,Yes,15,3,2,1,2.0,1,14,14,6,No,2
1901,30,Male,Marketing,Married,Data Science,Manufacturing Director,Non-Travel,17,1,2.0,37,3,1,3.0,9,Yes,17,4,29,6,1.0,18,9,14,13,No,1
1902,57,Male,Marketing,Single,Human Resources,Laboratory Technician,Travel_Frequently,29,2,1.0,66,1,3,3.0,3,Yes,18,1,17,5,3.0,5,2,2,6,No,2
1903,19,Male,Other,Single,Development,Sales Representative,Travel_Rarely,13,3,2.0,48,1,3,4.0,8,No,18,1,20,1,2.0,19,5,4,11,No,3
1904,37,Female,Life Sciences,Divorced,Development,Research Director,Travel_Rarely,21,3,4.0,92,2,3,2.0,6,No,17,3,18,2,3.0,14,11,3,5,No,3
1905,18,Female,Marketing,Divorced,Research & Development,Research Scientist,Travel_Rarely,26,1,4.0,75,2,2,2.0,0,Yes,21,1,15,0,3.0,5,11,6,12,No,3
1906,54,Male,Life Sciences,Married,Development,Sales Representative,Non-Travel,21,2,2.0,55,2,1,2.0,3,Yes,19,4,27,5,4.0,2,12,5,10,Yes,3
1907,26,Male,Technical Degree,Single,Human Resources,Research Director,Travel_Frequently,5,1,4.0,75,4,4,2.0,9,Yes,17,1,3,2,2.0,10,13,11,4,Yes,3
1908,34,Male,Life Sciences,Married,Development,Manager,Travel_Frequently,10,5,1.0,75,4,3,4.0,5,Yes,12,2,14,5,2.0,7,7,2,10,No,2
1909,26,Male,Technical Degree,Divorced,Sales,Manager,Travel_Frequently,6,3,4.0,43,3,3,1.0,5,Yes,22,1,0,2,1.0,17,10,10,3,No,3
1910,28,Male,Medical,Divorced,Development,Sales Executive,Travel_Rarely,24,4,2.0,92,2,4,3.0,9,No,12,3,15,2,2.0,16,5,7,11,No,2
1911,32,Female,Medical,Married,Data Science,Manufacturing Director,Travel_Frequently,19,1,2.0,32,4,1,3.0,5,Yes,11,1,19,2,1.0,18,1,7,12,No,2
1912,41,Female,Human Resources,Divorced,Sales,Sales Executive,Travel_Rarely,25,5,2.0,57,2,3,2.0,4,No,10,1,32,4,2.0,18,4,13,13,No,1
1913,55,Female,Human Resources,Married,Research & Development,Manufacturing Director,Travel_Frequently,13,3,3.0,58,4,1,4.0,2,No,13,1,16,3,3.0,16,10,1,7,No,3
1914,52,Female,Other,Single,Data Science,Research Scientist,Travel_Rarely,1,2,2.0,47,4,3,1.0,1,No,11,1,4,0,1.0,3,12,6,6,No,3
1915,47,Male,Marketing,Married,Human Resources,Healthcare Representative,Travel_Frequently,20,3,1.0,64,1,5,1.0,2,Yes,23,2,4,6,2.0,6,5,13,10,No,2
1916,48,Male,Other,Single,Human Resources,Human Resources,Non-Travel,25,2,4.0,76,2,3,3.0,8,Yes,23,4,12,4,1.0,4,8,0,10,No,4
1917,22,Male,Technical Degree,Single,Human Resources,Laboratory Technician,Non-Travel,15,2,4.0,34,2,5,2.0,2,Yes,11,3,29,3,4.0,15,5,1,9,No,3
1918,31,Male,Other,Divorced,Data Science,Research Director,Travel_Rarely,14,1,3.0,88,4,1,3.0,2,Yes,22,3,3,5,4.0,5,9,7,0,No,4
1919,28,Male,Life Sciences,Divorced,Data Science,Laboratory Technician,Travel_Rarely,8,1,3.0,88,2,3,3.0,0,No,20,1,22,3,1.0,13,4,11,5,No,2
1920,26,Female,Technical Degree,Divorced,Data Science,Manager,Travel_Frequently,10,3,1.0,76,4,2,1.0,1,No,20,4,20,3,1.0,19,0,0,13,No,3
1921,51,Male,Human Resources,Married,Sales,Manufacturing Director,Travel_Frequently,9,5,2.0,42,2,2,4.0,2,No,14,1,20,4,3.0,1,9,1,1,No,3
1922,29,Female,Medical,Married,Finance,Research Director,Non-Travel,17,3,3.0,62,1,4,1.0,1,Yes,13,2,5,0,2.0,17,4,11,3,No,1
1923,52,Female,Human Resources,Divorced,Sales,Manager,Travel_Frequently,9,4,4.0,91,2,2,3.0,7,Yes,10,4,23,1,4.0,17,4,0,4,No,3
1924,52,Female,Marketing,Married,Human Resources,Research Director,Travel_Rarely,3,2,3.0,45,1,5,2.0,5,Yes,24,4,30,3,4.0,12,5,4,7,No,4
1925,18,Female,Technical Degree,Divorced,Finance,Sales Executive,Travel_Rarely,11,2,3.0,73,3,2,2.0,6,Yes,24,4,18,1,2.0,17,6,6,5,No,4
1926,57,Male,Technical Degree,Married,Development,Manager,Travel_Rarely,12,1,2.0,87,2,2,4.0,0,Yes,18,4,11,1,4.0,16,12,5,10,No,3
1927,39,Female,Life Sciences,Single,Human Resources,Sales Executive,Travel_Rarely,10,5,3.0,35,2,2,4.0,5,Yes,23,1,13,2,4.0,12,12,5,1,Yes,3
1928,46,Female,Marketing,Single,Research & Development,Sales Executive,Travel_Rarely,25,1,1.0,44,2,3,4.0,1,No,13,2,11,1,1.0,11,3,5,4,No,2
1929,25,Female,Medical,Divorced,Sales,Research Director,Non-Travel,17,4,4.0,33,1,4,3.0,5,No,14,4,14,5,4.0,2,6,7,14,No,2
1930,28,Male,Technical Degree,Married,Data Science,Sales Representative,Non-Travel,17,3,2.0,85,2,1,3.0,2,Yes,16,3,18,5,4.0,6,4,4,4,No,2
1931,58,Male,Technical Degree,Married,Sales,Laboratory Technician,Travel_Rarely,25,3,4.0,93,2,4,4.0,6,No,11,3,27,2,4.0,0,5,14,5,No,2
1932,54,Male,Life Sciences,Single,Data Science,Manager,Travel_Frequently,11,5,1.0,97,4,5,2.0,2,No,17,2,4,0,2.0,4,3,9,0,No,2
1933,31,Female,Other,Single,Finance,Human Resources,Travel_Rarely,22,1,1.0,63,3,3,2.0,8,No,20,3,4,6,3.0,0,11,6,7,No,3
1934,47,Female,Medical,Divorced,Research & Development,Sales Representative,Non-Travel,4,1,3.0,85,1,3,2.0,2,No,11,1,5,0,1.0,3,7,2,2,No,2
1935,52,Male,Human Resources,Single,Finance,Laboratory Technician,Travel_Rarely,7,4,3.0,61,4,2,3.0,6,Yes,20,1,22,5,3.0,0,8,8,4,Yes,3
1936,38,Female,Marketing,Divorced,Research & Development,Manager,Non-Travel,21,3,3.0,38,1,2,1.0,3,No,19,2,2,6,4.0,12,1,9,6,Yes,3
1937,54,Male,Technical Degree,Single,Sales,Manufacturing Director,Non-Travel,26,1,4.0,92,4,5,2.0,7,Yes,14,4,32,2,4.0,13,11,2,2,No,3
1938,22,Male,Technical Degree,Single,Data Science,Laboratory Technician,Travel_Rarely,14,5,1.0,62,3,3,2.0,1,Yes,22,3,20,0,4.0,14,10,13,13,No,2
1939,36,Female,Human Resources,Married,Finance,Human Resources,Travel_Rarely,7,3,2.0,50,4,1,2.0,7,No,21,3,19,6,3.0,16,3,13,9,No,3
1940,31,Female,Medical,Single,Research & Development,Research Scientist,Travel_Frequently,24,4,3.0,84,1,4,4.0,8,Yes,11,2,0,6,2.0,11,10,5,14,No,2
1941,43,Female,Other,Single,Human Resources,Sales Executive,Non-Travel,8,5,4.0,86,2,3,3.0,7,No,11,2,16,3,2.0,6,7,2,12,No,2
1942,21,Female,Technical Degree,Divorced,Human Resources,Research Scientist,Travel_Frequently,1,2,3.0,31,2,1,4.0,5,Yes,13,3,28,0,1.0,18,7,0,14,No,2
1943,42,Male,Medical,Single,Finance,Sales Representative,Travel_Rarely,24,4,1.0,42,3,1,4.0,9,Yes,13,4,7,2,3.0,2,14,0,5,No,2
1944,59,Male,Human Resources,Divorced,Data Science,Sales Executive,Non-Travel,22,5,2.0,33,1,4,1.0,0,No,22,2,25,6,2.0,17,8,2,4,No,3
1945,42,Male,Life Sciences,Single,Finance,Manager,Travel_Frequently,4,1,1.0,79,1,1,4.0,6,No,17,1,27,5,1.0,3,2,3,6,No,2
1946,35,Male,Other,Single,Sales,Sales Representative,Travel_Frequently,29,2,4.0,77,1,5,1.0,0,Yes,22,3,33,3,4.0,2,0,13,9,No,3
1947,57,Male,Marketing,Divorced,Research & Development,Human Resources,Travel_Frequently,12,4,3.0,59,3,1,4.0,6,No,15,2,25,1,4.0,11,8,1,14,No,3
1948,25,Female,Technical Degree,Married,Sales,Research Director,Travel_Rarely,24,1,1.0,58,2,5,2.0,1,Yes,19,2,12,1,1.0,11,0,8,10,No,2
1949,56,Male,Medical,Divorced,Human Resources,Manager,Travel_Rarely,3,2,4.0,37,4,1,3.0,7,No,17,2,12,1,2.0,16,2,14,2,No,3
1950,57,Male,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,13,3,3.0,41,3,2,4.0,1,Yes,22,3,24,5,3.0,5,2,10,12,Yes,3
1951,31,Male,Marketing,Divorced,Finance,Research Director,Non-Travel,20,1,2.0,70,4,1,1.0,2,Yes,16,1,22,6,1.0,14,8,7,13,No,2
1952,49,Female,Medical,Married,Sales,Sales Representative,Travel_Rarely,6,5,1.0,55,2,5,3.0,2,Yes,22,1,21,2,2.0,1,14,11,1,No,2
1953,55,Female,Medical,Single,Development,Laboratory Technician,Non-Travel,11,4,3.0,79,3,1,1.0,0,Yes,19,3,20,1,1.0,7,0,12,3,No,3
1954,50,Female,Marketing,Divorced,Data Science,Human Resources,Travel_Frequently,23,2,3.0,31,2,1,2.0,4,Yes,13,2,29,0,2.0,13,6,2,2,No,3
1955,40,Female,Life Sciences,Divorced,Data Science,Research Scientist,Travel_Frequently,4,1,3.0,84,4,1,4.0,4,No,11,3,10,1,4.0,4,1,6,14,No,2
1956,32,Male,Human Resources,Married,Development,Laboratory Technician,Travel_Rarely,20,3,3.0,85,1,5,3.0,9,Yes,24,3,3,6,1.0,2,6,3,3,No,4
1957,50,Male,Life Sciences,Divorced,Human Resources,Research Scientist,Travel_Frequently,16,4,1.0,43,1,1,2.0,4,No,18,2,32,4,3.0,9,14,4,6,No,2
1958,42,Female,Other,Single,Research & Development,Sales Executive,Travel_Rarely,7,4,3.0,35,4,4,4.0,8,No,11,3,11,5,1.0,6,14,3,4,No,3
1959,34,Female,Technical Degree,Married,Data Science,Manufacturing Director,Non-Travel,22,1,4.0,90,1,4,4.0,5,Yes,10,4,8,4,4.0,10,0,8,3,No,2
1960,50,Male,Marketing,Single,Development,Healthcare Representative,Travel_Frequently,29,3,1.0,41,4,5,1.0,5,Yes,17,1,31,1,4.0,14,12,10,13,No,3
1961,19,Male,Human Resources,Single,Finance,Manager,Travel_Rarely,11,2,3.0,42,3,2,,2,No,19,4,10,6,2.0,1,9,6,14,No,3
1962,31,Female,Marketing,Married,Development,Healthcare Representative,Travel_Frequently,24,1,1.0,48,3,4,2.0,4,Yes,24,4,23,1,4.0,4,9,12,5,No,3
1963,57,Female,Marketing,Divorced,Human Resources,Sales Executive,Travel_Frequently,1,2,4.0,73,3,3,1.0,9,Yes,18,4,6,4,2.0,10,7,3,6,No,3
1964,57,Female,Life Sciences,Single,Human Resources,Laboratory Technician,Travel_Rarely,26,4,4.0,88,1,4,2.0,6,No,10,3,7,6,4.0,7,9,12,11,No,2
1965,56,Female,Technical Degree,Single,Sales,Sales Executive,Travel_Frequently,29,2,1.0,66,2,3,2.0,2,No,16,2,32,5,2.0,12,12,7,13,No,2
1966,23,Male,Other,Single,Data Science,Healthcare Representative,Travel_Frequently,27,3,3.0,54,1,5,2.0,1,No,11,3,24,5,3.0,10,9,1,10,Yes,3
1967,23,Male,Medical,Single,Sales,Healthcare Representative,Travel_Frequently,7,5,3.0,45,1,2,1.0,4,No,15,1,0,1,2.0,16,1,6,4,No,2
1968,20,Male,Medical,Married,Development,Manager,Travel_Frequently,12,3,4.0,67,2,3,3.0,2,No,22,3,2,5,2.0,14,2,10,11,No,4
1969,24,Female,Marketing,Married,Research & Development,Research Director,Non-Travel,7,2,3.0,72,2,3,2.0,4,No,20,3,27,3,3.0,0,13,0,6,No,4
1970,25,Female,Technical Degree,Single,Research & Development,Sales Executive,Travel_Frequently,27,1,4.0,43,2,4,3.0,8,Yes,14,3,32,6,2.0,18,7,7,2,Yes,3
1971,59,Male,Human Resources,Divorced,Human Resources,Manufacturing Director,Travel_Frequently,23,4,3.0,35,2,3,4.0,9,No,10,3,0,6,2.0,15,2,12,6,No,1
1972,32,Male,Life Sciences,Single,Research & Development,Sales Executive,Travel_Rarely,7,5,4.0,52,1,5,1.0,0,No,11,4,26,5,3.0,18,0,13,11,No,2
